Дата;Температура, °С
19-04-2014;5.63
20-04-2014;7.55
21-04-2014;3.55
22-04-2014;1.61
23-04-2014;5.96
24-04-2014;2.35
25-04-2014;-1.86
26-04-2014;-1.67
27-04-2014;-2.57
28-04-2014;1.45
29-04-2014;4.47
30-04-2014;8.18
01-05-2014;11.28
02-05-2014;11.16
03-05-2014;10.98
04-05-2014;7.72
05-05-2014;4.98
06-05-2014;11.05
07-05-2014;11.20
08-05-2014;7.96
09-05-2014;7.40
10-05-2014;11.43
11-05-2014;14.41
12-05-2014;18.96
13-05-2014;17.98
14-05-2014;18.28
15-05-2014;20.86
16-05-2014;15.02
17-05-2014;10.25
18-05-2014;9.92
19-05-2014;11.36
