Дата;Температура, °С
05-09-2015;12.56
06-09-2015;12.72
07-09-2015;11.65
08-09-2015;11.55
09-09-2015;11.13
10-09-2015;11.57
11-09-2015;12.02
12-09-2015;12.57
13-09-2015;12.45
14-09-2015;12.37
15-09-2015;12.37
16-09-2015;12.35
17-09-2015;13.63
18-09-2015;14.46
19-09-2015;13.54
20-09-2015;13.01
21-09-2015;11.42
22-09-2015;12.03
23-09-2015;12.04
24-09-2015;13.73
25-09-2015;14.16
26-09-2015;12.45
27-09-2015;10.63
28-09-2015;8.86
29-09-2015;7.31
30-09-2015;8.29
01-10-2015;8.73
02-10-2015;9.00
03-10-2015;8.09
04-10-2015;6.62
05-10-2015;6.32
