Дата;Температура, °С
15-02-2020;-9.42
16-02-2020;-8.38
17-02-2020;-8.34
18-02-2020;-3.45
19-02-2020;0.49
20-02-2020;0.46
21-02-2020;-0.45
22-02-2020;-5.57
23-02-2020;-5.01
24-02-2020;-4.79
25-02-2020;-3.95
26-02-2020;-3.76
27-02-2020;-3.15
28-02-2020;-1.57
29-02-2020;-3.15
01-03-2020;-0.94
02-03-2020;-2.89
03-03-2020;-0.72
04-03-2020;-1.58
05-03-2020;-6.73
06-03-2020;-11.08
07-03-2020;-5.37
08-03-2020;-1.26
09-03-2020;-1.69
10-03-2020;-1.39
11-03-2020;1.91
12-03-2020;3.11
13-03-2020;3.40
14-03-2020;2.64
15-03-2020;0.68
16-03-2020;-3.63
