Дата;Температура, °С
26-09-2020;7.87
27-09-2020;10.13
28-09-2020;8.78
29-09-2020;7.78
30-09-2020;8.61
01-10-2020;8.83
02-10-2020;9.21
03-10-2020;7.92
04-10-2020;3.21
05-10-2020;2.17
06-10-2020;3.55
07-10-2020;3.24
08-10-2020;2.32
09-10-2020;5.16
10-10-2020;5.66
11-10-2020;7.03
12-10-2020;7.80
13-10-2020;8.14
14-10-2020;9.31
15-10-2020;6.53
16-10-2020;8.41
17-10-2020;3.63
18-10-2020;1.08
19-10-2020;4.90
20-10-2020;3.81
21-10-2020;0.95
22-10-2020;-1.39
23-10-2020;-4.42
24-10-2020;-1.83
25-10-2020;1.60
26-10-2020;-0.66
