Дата;Температура, °С
13-06-2015;15.32
14-06-2015;15.52
15-06-2015;14.06
16-06-2015;11.72
17-06-2015;11.19
18-06-2015;11.87
19-06-2015;14.51
20-06-2015;15.96
21-06-2015;15.98
22-06-2015;17.12
23-06-2015;16.18
24-06-2015;17.54
25-06-2015;16.60
26-06-2015;15.45
27-06-2015;14.59
28-06-2015;14.70
29-06-2015;15.86
30-06-2015;16.71
01-07-2015;15.76
02-07-2015;14.83
03-07-2015;16.87
04-07-2015;17.21
05-07-2015;14.58
06-07-2015;12.15
07-07-2015;11.93
08-07-2015;14.83
09-07-2015;16.05
10-07-2015;14.73
11-07-2015;13.04
12-07-2015;11.72
13-07-2015;11.55
