Дата;Температура, °С
26-03-2011;-4.30
27-03-2011;-7.40
28-03-2011;-6.00
29-03-2011;-6.80
30-03-2011;-6.10
31-03-2011;-5.00
01-04-2011;-2.80
02-04-2011;-3.00
03-04-2011;-2.80
04-04-2011;3.40
05-04-2011;5.80
06-04-2011;4.90
07-04-2011;6.80
08-04-2011;6.00
09-04-2011;5.00
10-04-2011;4.20
11-04-2011;6.80
12-04-2011;6.00
13-04-2011;6.50
14-04-2011;8.20
15-04-2011;6.90
16-04-2011;6.70
17-04-2011;9.30
18-04-2011;7.80
19-04-2011;4.80
20-04-2011;3.90
21-04-2011;4.60
22-04-2011;4.10
23-04-2011;5.10
24-04-2011;6.10
25-04-2011;4.40
