Дата;Температура, °С
29-11-2014;-1.09
30-11-2014;-0.33
01-12-2014;-2.16
02-12-2014;-5.09
03-12-2014;-7.56
04-12-2014;-6.56
05-12-2014;-4.33
06-12-2014;-2.83
07-12-2014;-2.20
08-12-2014;0.64
09-12-2014;2.20
10-12-2014;1.74
11-12-2014;2.56
12-12-2014;5.45
13-12-2014;3.98
14-12-2014;0.47
15-12-2014;0.46
16-12-2014;0.85
17-12-2014;0.85
18-12-2014;2.52
19-12-2014;4.99
20-12-2014;4.85
21-12-2014;6.24
22-12-2014;3.21
23-12-2014;2.33
24-12-2014;5.69
25-12-2014;6.50
26-12-2014;4.41
27-12-2014;1.23
28-12-2014;1.61
29-12-2014;-0.20
