Дата;Температура, °С
28-09-2019;6.02
29-09-2019;5.39
30-09-2019;3.57
01-10-2019;3.20
02-10-2019;3.22
03-10-2019;4.87
04-10-2019;7.26
05-10-2019;8.86
06-10-2019;8.08
07-10-2019;9.24
08-10-2019;8.83
09-10-2019;3.71
10-10-2019;0.71
11-10-2019;0.13
12-10-2019;0.03
13-10-2019;3.21
14-10-2019;7.63
15-10-2019;9.84
16-10-2019;7.41
17-10-2019;5.85
18-10-2019;2.13
19-10-2019;-0.51
20-10-2019;-3.27
21-10-2019;-4.78
22-10-2019;-4.52
23-10-2019;-1.30
24-10-2019;1.49
25-10-2019;1.95
26-10-2019;-1.33
27-10-2019;1.21
28-10-2019;6.28
