Дата;Температура, °С
16-04-2016;10.70
17-04-2016;10.71
18-04-2016;10.63
19-04-2016;7.71
20-04-2016;7.56
21-04-2016;8.89
22-04-2016;9.74
23-04-2016;8.42
24-04-2016;6.77
25-04-2016;7.05
26-04-2016;7.51
27-04-2016;7.04
28-04-2016;5.26
29-04-2016;5.95
30-04-2016;7.53
01-05-2016;5.98
02-05-2016;4.81
03-05-2016;8.14
04-05-2016;10.30
05-05-2016;10.91
06-05-2016;7.40
07-05-2016;6.84
08-05-2016;3.91
09-05-2016;5.99
10-05-2016;8.82
11-05-2016;7.86
12-05-2016;10.65
13-05-2016;8.51
14-05-2016;3.87
15-05-2016;4.29
16-05-2016;7.08
