Дата;Температура, °С
24-03-2012;3.40
25-03-2012;2.50
26-03-2012;2.80
27-03-2012;-0.20
28-03-2012;-0.10
29-03-2012;3.00
30-03-2012;5.80
31-03-2012;5.70
01-04-2012;7.30
02-04-2012;4.60
03-04-2012;6.50
04-04-2012;9.30
05-04-2012;12.50
06-04-2012;14.60
07-04-2012;13.40
08-04-2012;13.60
09-04-2012;16.30
10-04-2012;10.40
11-04-2012;10.80
12-04-2012;11.20
13-04-2012;11.20
14-04-2012;15.10
15-04-2012;16.20
16-04-2012;18.70
17-04-2012;16.40
18-04-2012;16.30
19-04-2012;17.10
20-04-2012;15.00
21-04-2012;15.40
22-04-2012;14.70
23-04-2012;13.90
