Дата;Температура, °С
07-09-2013;15.43
08-09-2013;15.86
09-09-2013;15.41
10-09-2013;15.74
11-09-2013;16.33
12-09-2013;16.14
13-09-2013;16.86
14-09-2013;18.31
15-09-2013;18.21
16-09-2013;17.21
17-09-2013;17.18
18-09-2013;18.54
19-09-2013;18.14
20-09-2013;17.53
21-09-2013;16.50
22-09-2013;15.19
23-09-2013;14.20
24-09-2013;13.29
25-09-2013;11.90
26-09-2013;10.93
27-09-2013;13.31
28-09-2013;8.50
29-09-2013;8.32
30-09-2013;8.02
01-10-2013;9.02
02-10-2013;10.48
03-10-2013;9.51
04-10-2013;6.47
05-10-2013;5.78
06-10-2013;5.29
07-10-2013;6.04
