Дата;Температура, °С
16-02-2019;0.15
17-02-2019;2.57
18-02-2019;3.42
19-02-2019;-1.87
20-02-2019;-0.08
21-02-2019;2.99
22-02-2019;1.33
23-02-2019;-0.59
24-02-2019;-3.22
25-02-2019;-1.94
26-02-2019;1.69
27-02-2019;1.30
28-02-2019;0.97
01-03-2019;3.05
02-03-2019;1.94
03-03-2019;-0.58
04-03-2019;1.29
05-03-2019;5.38
06-03-2019;7.14
07-03-2019;4.39
08-03-2019;4.12
09-03-2019;7.70
10-03-2019;9.01
11-03-2019;8.61
12-03-2019;7.21
13-03-2019;3.92
14-03-2019;2.78
15-03-2019;3.70
16-03-2019;5.43
17-03-2019;5.54
18-03-2019;5.61
