Дата;Температура, °С
19-01-2019;-12.68
20-01-2019;-11.30
21-01-2019;-17.22
22-01-2019;-17.16
23-01-2019;-14.63
24-01-2019;-13.96
25-01-2019;-17.49
26-01-2019;-16.02
27-01-2019;-15.46
28-01-2019;-15.95
29-01-2019;-11.31
30-01-2019;-5.28
31-01-2019;-6.23
01-02-2019;-7.76
02-02-2019;-9.86
03-02-2019;-10.47
04-02-2019;-9.26
05-02-2019;-8.72
06-02-2019;-7.79
07-02-2019;-10.33
08-02-2019;-4.71
09-02-2019;-1.88
10-02-2019;-0.21
11-02-2019;0.22
12-02-2019;-1.31
13-02-2019;-4.13
14-02-2019;-3.66
15-02-2019;0.09
16-02-2019;-0.66
17-02-2019;-0.36
18-02-2019;-5.30
