Дата;Температура, °С
11-06-2016;17.38
12-06-2016;18.40
13-06-2016;17.52
14-06-2016;17.78
15-06-2016;19.98
16-06-2016;22.77
17-06-2016;23.52
18-06-2016;23.70
19-06-2016;24.83
20-06-2016;24.23
21-06-2016;24.21
22-06-2016;24.40
23-06-2016;22.96
24-06-2016;21.61
25-06-2016;20.30
26-06-2016;20.28
27-06-2016;20.50
28-06-2016;15.77
29-06-2016;16.79
30-06-2016;18.26
01-07-2016;19.00
02-07-2016;21.25
03-07-2016;23.50
04-07-2016;23.28
05-07-2016;20.84
06-07-2016;18.56
07-07-2016;20.36
08-07-2016;21.19
09-07-2016;17.80
10-07-2016;18.67
11-07-2016;20.03
