Дата;Температура, °С
24-11-2018;-1.87
25-11-2018;0.47
26-11-2018;1.93
27-11-2018;4.48
28-11-2018;4.47
29-11-2018;-2.74
30-11-2018;-4.02
01-12-2018;-0.18
02-12-2018;1.08
03-12-2018;0.67
04-12-2018;1.70
05-12-2018;2.87
06-12-2018;2.14
07-12-2018;1.20
08-12-2018;0.91
09-12-2018;1.55
10-12-2018;2.93
11-12-2018;3.55
12-12-2018;3.62
13-12-2018;2.20
14-12-2018;1.55
15-12-2018;0.73
16-12-2018;-1.17
17-12-2018;-2.45
18-12-2018;-2.66
19-12-2018;-1.11
20-12-2018;-0.37
21-12-2018;-0.79
22-12-2018;1.04
23-12-2018;4.39
24-12-2018;2.82
