Дата;Температура, °С
13-06-2015;14.02
14-06-2015;14.48
15-06-2015;18.25
16-06-2015;21.16
17-06-2015;22.31
18-06-2015;22.44
19-06-2015;20.73
20-06-2015;21.17
21-06-2015;22.79
22-06-2015;24.63
23-06-2015;23.85
24-06-2015;21.33
25-06-2015;19.15
26-06-2015;19.11
27-06-2015;21.47
28-06-2015;23.65
29-06-2015;24.80
30-06-2015;21.84
01-07-2015;18.14
02-07-2015;17.22
03-07-2015;15.10
04-07-2015;10.83
05-07-2015;12.72
06-07-2015;14.16
07-07-2015;11.34
08-07-2015;12.32
09-07-2015;13.41
10-07-2015;14.96
11-07-2015;18.18
12-07-2015;18.75
13-07-2015;17.16
