Дата;Температура, °С
13-05-2017;3.85
14-05-2017;5.36
15-05-2017;5.65
16-05-2017;5.22
17-05-2017;7.70
18-05-2017;11.29
19-05-2017;12.57
20-05-2017;11.27
21-05-2017;8.32
22-05-2017;8.65
23-05-2017;9.94
24-05-2017;9.83
25-05-2017;10.48
26-05-2017;10.02
27-05-2017;7.21
28-05-2017;8.00
29-05-2017;9.61
30-05-2017;7.96
31-05-2017;8.10
01-06-2017;7.21
02-06-2017;5.14
03-06-2017;5.64
04-06-2017;7.34
05-06-2017;9.19
06-06-2017;12.25
07-06-2017;14.06
08-06-2017;14.32
09-06-2017;13.45
10-06-2017;13.44
11-06-2017;12.90
12-06-2017;12.09
