Дата;Температура, °С
24-12-2016;-10.78
25-12-2016;-7.86
26-12-2016;-7.05
27-12-2016;-7.08
28-12-2016;-6.17
29-12-2016;-5.55
30-12-2016;-5.99
31-12-2016;-4.91
01-01-2017;-4.05
02-01-2017;-5.53
03-01-2017;-8.18
04-01-2017;-11.23
05-01-2017;-12.66
06-01-2017;-15.18
07-01-2017;-18.01
08-01-2017;-17.84
09-01-2017;-17.85
10-01-2017;-14.95
11-01-2017;-12.06
12-01-2017;-11.27
13-01-2017;-10.32
14-01-2017;-10.28
15-01-2017;-10.05
16-01-2017;-11.75
17-01-2017;-12.71
18-01-2017;-12.30
19-01-2017;-11.34
20-01-2017;-10.10
21-01-2017;-8.58
22-01-2017;-8.67
23-01-2017;-7.66
