Дата;Температура, °С
19-04-2014;9.43
20-04-2014;10.35
21-04-2014;9.76
22-04-2014;8.24
23-04-2014;7.90
24-04-2014;4.81
25-04-2014;5.07
26-04-2014;5.49
27-04-2014;5.99
28-04-2014;8.11
29-04-2014;8.42
30-04-2014;9.26
01-05-2014;10.36
02-05-2014;10.77
03-05-2014;9.56
04-05-2014;9.13
05-05-2014;8.58
06-05-2014;8.01
07-05-2014;7.54
08-05-2014;9.41
09-05-2014;11.79
10-05-2014;12.63
11-05-2014;12.84
12-05-2014;14.83
13-05-2014;15.72
14-05-2014;14.79
15-05-2014;15.36
16-05-2014;14.88
17-05-2014;14.33
18-05-2014;13.93
19-05-2014;14.19
