Дата;Температура, °С
11-04-2020;0.17
12-04-2020;0.68
13-04-2020;3.71
14-04-2020;1.82
15-04-2020;2.30
16-04-2020;2.24
17-04-2020;2.78
18-04-2020;2.66
19-04-2020;3.05
20-04-2020;4.45
21-04-2020;5.71
22-04-2020;4.39
23-04-2020;2.68
24-04-2020;2.12
25-04-2020;1.44
26-04-2020;2.84
27-04-2020;2.99
28-04-2020;3.21
29-04-2020;1.95
30-04-2020;1.92
01-05-2020;3.55
02-05-2020;6.76
03-05-2020;7.87
04-05-2020;8.27
05-05-2020;9.26
06-05-2020;9.84
07-05-2020;8.73
08-05-2020;7.85
09-05-2020;8.15
10-05-2020;8.17
11-05-2020;10.04
