Дата;Температура, °С
29-12-2012;-1.50
30-12-2012;-7.39
31-12-2012;-9.14
01-01-2013;-10.11
02-01-2013;-10.18
03-01-2013;-7.13
04-01-2013;-3.82
05-01-2013;-4.31
06-01-2013;-3.50
07-01-2013;-4.30
08-01-2013;-7.80
09-01-2013;-9.00
10-01-2013;-12.60
11-01-2013;-15.00
12-01-2013;-16.50
13-01-2013;-13.40
14-01-2013;-11.00
15-01-2013;-8.50
16-01-2013;-9.40
17-01-2013;-11.30
18-01-2013;-9.20
19-01-2013;-4.20
20-01-2013;-1.90
21-01-2013;-0.40
22-01-2013;-10.10
23-01-2013;-15.60
24-01-2013;-12.70
25-01-2013;-14.50
26-01-2013;-18.00
27-01-2013;-19.00
28-01-2013;-18.00
