Дата;Температура, °С
31-08-2019;20.92
01-09-2019;21.41
02-09-2019;21.63
03-09-2019;21.57
04-09-2019;21.88
05-09-2019;21.69
06-09-2019;20.55
07-09-2019;19.45
08-09-2019;19.42
09-09-2019;19.45
10-09-2019;19.63
11-09-2019;20.42
12-09-2019;20.17
13-09-2019;19.77
14-09-2019;19.58
15-09-2019;18.70
16-09-2019;18.12
17-09-2019;18.67
18-09-2019;19.27
19-09-2019;15.29
20-09-2019;13.49
21-09-2019;11.02
22-09-2019;11.41
23-09-2019;13.54
24-09-2019;12.07
25-09-2019;11.80
26-09-2019;12.31
27-09-2019;13.51
28-09-2019;14.56
29-09-2019;14.18
30-09-2019;15.72
