Дата;Температура, °С
14-03-2020;-3.37
15-03-2020;-4.22
16-03-2020;-0.54
17-03-2020;-0.28
18-03-2020;2.57
19-03-2020;1.69
20-03-2020;-1.13
21-03-2020;-4.26
22-03-2020;-3.39
23-03-2020;-1.52
24-03-2020;0.54
25-03-2020;3.71
26-03-2020;4.18
27-03-2020;3.73
28-03-2020;4.02
29-03-2020;0.09
30-03-2020;-2.92
31-03-2020;-3.38
01-04-2020;-1.20
02-04-2020;-0.14
03-04-2020;1.69
04-04-2020;0.94
05-04-2020;0.00
06-04-2020;-0.58
07-04-2020;4.43
08-04-2020;5.15
09-04-2020;4.46
10-04-2020;1.44
11-04-2020;0.17
12-04-2020;0.68
13-04-2020;3.71
