Дата;Температура, °С
14-03-2020;2.88
15-03-2020;-3.70
16-03-2020;-1.35
17-03-2020;3.43
18-03-2020;4.59
19-03-2020;7.35
20-03-2020;3.70
21-03-2020;-0.17
22-03-2020;-2.74
23-03-2020;-2.79
24-03-2020;-1.39
25-03-2020;2.57
26-03-2020;6.66
27-03-2020;7.54
28-03-2020;8.64
29-03-2020;9.14
30-03-2020;3.07
31-03-2020;-2.09
01-04-2020;-1.87
02-04-2020;2.78
03-04-2020;6.28
04-04-2020;5.10
05-04-2020;1.59
06-04-2020;1.08
07-04-2020;2.91
08-04-2020;8.59
09-04-2020;8.93
10-04-2020;7.21
11-04-2020;2.49
12-04-2020;2.26
13-04-2020;7.58
