Дата;Температура, °С
14-03-2020;0.53
15-03-2020;2.42
16-03-2020;3.36
17-03-2020;-0.18
18-03-2020;-0.54
19-03-2020;-1.47
20-03-2020;-0.84
21-03-2020;2.11
22-03-2020;3.03
23-03-2020;-2.26
24-03-2020;-8.57
25-03-2020;-8.31
26-03-2020;-4.26
27-03-2020;-0.36
28-03-2020;0.54
29-03-2020;-0.30
30-03-2020;0.93
31-03-2020;2.80
01-04-2020;4.21
02-04-2020;5.74
03-04-2020;6.43
04-04-2020;3.67
05-04-2020;2.99
06-04-2020;4.51
07-04-2020;5.79
08-04-2020;5.77
09-04-2020;4.04
10-04-2020;3.29
11-04-2020;3.51
12-04-2020;4.55
13-04-2020;6.50
