Дата;Температура, °С
20-04-2013;3.94
21-04-2013;4.45
22-04-2013;6.55
23-04-2013;8.57
24-04-2013;12.59
25-04-2013;11.34
26-04-2013;8.01
27-04-2013;8.82
28-04-2013;10.87
29-04-2013;11.21
30-04-2013;11.69
01-05-2013;10.54
02-05-2013;8.51
03-05-2013;10.17
04-05-2013;9.07
05-05-2013;8.28
06-05-2013;8.52
07-05-2013;9.66
08-05-2013;12.78
09-05-2013;13.51
10-05-2013;13.00
11-05-2013;7.09
12-05-2013;6.00
13-05-2013;5.98
14-05-2013;6.30
15-05-2013;9.96
16-05-2013;8.07
17-05-2013;7.90
18-05-2013;8.01
19-05-2013;9.00
20-05-2013;8.43
