Дата;Температура, °С
18-03-2017;1.99
19-03-2017;0.91
20-03-2017;-0.29
21-03-2017;1.61
22-03-2017;2.55
23-03-2017;2.37
24-03-2017;0.53
25-03-2017;-1.15
26-03-2017;0.03
27-03-2017;1.55
28-03-2017;-0.75
29-03-2017;-3.21
30-03-2017;-3.99
31-03-2017;-2.28
01-04-2017;-0.99
02-04-2017;1.22
03-04-2017;-1.06
04-04-2017;1.74
05-04-2017;4.76
06-04-2017;2.52
07-04-2017;0.76
08-04-2017;0.07
09-04-2017;1.16
10-04-2017;4.62
11-04-2017;4.89
12-04-2017;0.49
13-04-2017;-1.41
14-04-2017;-2.82
15-04-2017;-2.44
16-04-2017;-3.14
17-04-2017;-2.28
