Дата;Температура, °С
24-03-2012;-4.80
25-03-2012;-4.00
26-03-2012;-4.60
27-03-2012;-2.40
28-03-2012;-5.20
29-03-2012;-4.80
30-03-2012;-1.20
31-03-2012;2.40
01-04-2012;1.70
02-04-2012;1.50
03-04-2012;0.30
04-04-2012;0.30
05-04-2012;2.80
06-04-2012;4.90
07-04-2012;2.60
08-04-2012;7.60
09-04-2012;10.20
10-04-2012;11.10
11-04-2012;9.50
12-04-2012;8.70
13-04-2012;11.10
14-04-2012;11.00
15-04-2012;11.10
16-04-2012;16.30
17-04-2012;18.80
18-04-2012;16.90
19-04-2012;15.50
20-04-2012;16.00
21-04-2012;18.80
22-04-2012;16.80
23-04-2012;16.70
