Дата;Температура, °С
16-02-2019;-0.10
17-02-2019;-1.69
18-02-2019;-2.62
19-02-2019;-9.42
20-02-2019;-4.73
21-02-2019;-1.79
22-02-2019;-4.00
23-02-2019;-9.71
24-02-2019;-11.47
25-02-2019;-6.52
26-02-2019;-3.90
27-02-2019;-3.88
28-02-2019;-3.41
01-03-2019;-1.69
02-03-2019;-4.28
03-03-2019;-8.80
04-03-2019;-5.21
05-03-2019;-3.02
06-03-2019;1.32
07-03-2019;-6.11
08-03-2019;-6.08
09-03-2019;-0.63
10-03-2019;1.30
11-03-2019;1.16
12-03-2019;0.76
13-03-2019;-1.55
14-03-2019;-3.70
15-03-2019;-4.29
16-03-2019;-3.61
17-03-2019;-0.67
18-03-2019;0.50
