Дата;Температура, °С
26-12-2015;3.29
27-12-2015;5.78
28-12-2015;1.29
29-12-2015;-0.59
30-12-2015;-5.19
31-12-2015;-8.54
01-01-2016;-10.86
02-01-2016;-12.20
03-01-2016;-13.77
04-01-2016;-14.40
05-01-2016;-8.14
06-01-2016;-2.53
07-01-2016;-0.77
08-01-2016;0.88
09-01-2016;0.96
10-01-2016;0.79
11-01-2016;-0.88
12-01-2016;1.20
13-01-2016;4.13
14-01-2016;3.41
15-01-2016;1.63
16-01-2016;0.08
17-01-2016;3.06
18-01-2016;3.94
19-01-2016;2.32
20-01-2016;-1.57
21-01-2016;-1.85
22-01-2016;-0.60
23-01-2016;-4.01
24-01-2016;-7.92
25-01-2016;-11.27
