Дата;Температура, °С
10-08-2013;18.68
11-08-2013;19.00
12-08-2013;16.40
13-08-2013;16.58
14-08-2013;19.03
15-08-2013;19.42
16-08-2013;20.62
17-08-2013;20.87
18-08-2013;18.43
19-08-2013;16.65
20-08-2013;15.74
21-08-2013;15.67
22-08-2013;15.87
23-08-2013;16.56
24-08-2013;17.27
25-08-2013;16.03
26-08-2013;13.46
27-08-2013;10.71
28-08-2013;10.11
29-08-2013;12.20
30-08-2013;13.12
31-08-2013;14.74
01-09-2013;14.55
02-09-2013;14.51
03-09-2013;15.05
04-09-2013;13.50
05-09-2013;13.03
06-09-2013;13.00
07-09-2013;13.48
08-09-2013;13.67
09-09-2013;13.52
