Дата;Температура, °С
26-09-2020;11.46
27-09-2020;11.48
28-09-2020;10.23
29-09-2020;9.85
30-09-2020;9.61
01-10-2020;9.68
02-10-2020;9.65
03-10-2020;9.49
04-10-2020;8.13
05-10-2020;7.60
06-10-2020;7.87
07-10-2020;7.66
08-10-2020;7.40
09-10-2020;7.73
10-10-2020;7.86
11-10-2020;7.66
12-10-2020;8.11
13-10-2020;9.19
14-10-2020;9.24
15-10-2020;8.92
16-10-2020;7.21
17-10-2020;5.53
18-10-2020;5.10
19-10-2020;4.49
20-10-2020;3.65
21-10-2020;2.69
22-10-2020;3.17
23-10-2020;3.94
24-10-2020;4.26
25-10-2020;3.80
26-10-2020;3.32
