Дата;Температура, °С
19-05-2012;22.30
20-05-2012;21.50
21-05-2012;21.50
22-05-2012;21.80
23-05-2012;21.70
24-05-2012;20.80
25-05-2012;17.20
26-05-2012;14.00
27-05-2012;15.80
28-05-2012;17.90
29-05-2012;15.80
30-05-2012;18.60
31-05-2012;18.20
01-06-2012;17.50
02-06-2012;18.20
03-06-2012;18.80
04-06-2012;21.70
05-06-2012;24.60
06-06-2012;22.20
07-06-2012;21.00
08-06-2012;20.60
09-06-2012;21.80
10-06-2012;23.01
11-06-2012;25.90
12-06-2012;27.00
13-06-2012;27.20
14-06-2012;29.20
15-06-2012;29.90
16-06-2012;23.10
17-06-2012;19.30
18-06-2012;24.40
