Дата;Температура, °С
06-09-2014;15.13
07-09-2014;15.48
08-09-2014;14.98
09-09-2014;15.02
10-09-2014;14.63
11-09-2014;16.36
12-09-2014;15.75
13-09-2014;15.74
14-09-2014;11.49
15-09-2014;10.61
16-09-2014;10.46
17-09-2014;8.16
18-09-2014;8.47
19-09-2014;10.23
20-09-2014;11.92
21-09-2014;11.02
22-09-2014;11.24
23-09-2014;13.19
24-09-2014;10.81
25-09-2014;7.60
26-09-2014;8.22
27-09-2014;8.82
28-09-2014;9.84
29-09-2014;10.47
30-09-2014;10.73
01-10-2014;5.89
02-10-2014;5.19
03-10-2014;5.78
04-10-2014;6.08
05-10-2014;3.64
06-10-2014;4.34
