Дата;Температура, °С
14-04-2018;4.02
15-04-2018;6.06
16-04-2018;8.29
17-04-2018;9.98
18-04-2018;8.87
19-04-2018;8.01
20-04-2018;6.50
21-04-2018;3.98
22-04-2018;5.30
23-04-2018;0.74
24-04-2018;2.12
25-04-2018;5.62
26-04-2018;7.33
27-04-2018;11.06
28-04-2018;8.83
29-04-2018;9.19
30-04-2018;10.88
01-05-2018;12.24
02-05-2018;15.06
03-05-2018;18.55
04-05-2018;14.28
05-05-2018;10.48
06-05-2018;14.75
07-05-2018;13.92
08-05-2018;15.66
09-05-2018;14.43
10-05-2018;9.22
11-05-2018;10.97
12-05-2018;15.54
13-05-2018;16.14
14-05-2018;18.07
