Дата;Температура, °С
13-07-2013;16.29
14-07-2013;17.64
15-07-2013;18.47
16-07-2013;17.08
17-07-2013;15.87
18-07-2013;14.99
19-07-2013;14.95
20-07-2013;14.80
21-07-2013;15.87
22-07-2013;16.81
23-07-2013;18.58
24-07-2013;16.71
25-07-2013;16.10
26-07-2013;16.77
27-07-2013;16.91
28-07-2013;18.48
29-07-2013;18.77
30-07-2013;18.64
31-07-2013;19.13
01-08-2013;17.79
02-08-2013;17.86
03-08-2013;19.21
04-08-2013;19.44
05-08-2013;19.71
06-08-2013;20.46
07-08-2013;20.66
08-08-2013;21.29
09-08-2013;20.82
10-08-2013;18.00
11-08-2013;15.35
12-08-2013;15.74
