Дата;Температура, °С
01-01-2015;-4.33
02-01-2015;0.30
03-01-2015;1.46
04-01-2015;0.30
05-01-2015;-7.32
06-01-2015;-17.19
07-01-2015;-20.10
08-01-2015;-15.02
09-01-2015;-9.62
10-01-2015;-5.10
11-01-2015;-1.72
12-01-2015;-0.40
13-01-2015;-1.62
14-01-2015;1.78
15-01-2015;1.04
16-01-2015;-0.58
17-01-2015;-0.92
18-01-2015;0.25
19-01-2015;-0.36
20-01-2015;-5.23
21-01-2015;-11.09
22-01-2015;-13.02
23-01-2015;-7.98
24-01-2015;-4.26
25-01-2015;-7.81
26-01-2015;-10.43
27-01-2015;-8.26
28-01-2015;-5.33
29-01-2015;-3.34
30-01-2015;-2.74
31-01-2015;-0.87
