Дата;Температура, °С
01-10-2018;9.77
02-10-2018;10.07
03-10-2018;11.34
04-10-2018;13.13
05-10-2018;13.44
06-10-2018;11.79
07-10-2018;9.34
08-10-2018;7.80
09-10-2018;6.23
10-10-2018;5.78
11-10-2018;5.89
12-10-2018;7.66
13-10-2018;9.56
14-10-2018;8.69
15-10-2018;5.04
16-10-2018;2.85
17-10-2018;3.20
18-10-2018;4.78
19-10-2018;5.65
20-10-2018;6.39
21-10-2018;6.30
22-10-2018;7.53
23-10-2018;8.23
24-10-2018;6.09
25-10-2018;4.85
26-10-2018;4.68
27-10-2018;2.38
28-10-2018;0.46
29-10-2018;0.10
30-10-2018;1.93
31-10-2018;2.89
