Дата;Температура, °С
31-03-2018;-4.59
01-04-2018;-6.94
02-04-2018;-5.20
03-04-2018;-4.04
04-04-2018;-5.59
05-04-2018;-4.36
06-04-2018;1.10
07-04-2018;3.57
08-04-2018;3.03
09-04-2018;2.14
10-04-2018;1.87
11-04-2018;1.86
12-04-2018;3.51
13-04-2018;6.84
14-04-2018;4.75
15-04-2018;2.86
16-04-2018;4.81
17-04-2018;3.34
18-04-2018;-0.44
19-04-2018;-0.29
20-04-2018;2.50
21-04-2018;6.17
22-04-2018;10.18
23-04-2018;10.74
24-04-2018;9.35
25-04-2018;9.85
26-04-2018;8.64
27-04-2018;5.86
28-04-2018;5.37
29-04-2018;7.22
30-04-2018;10.26
