Дата;Температура, °С
01-10-2014;4.85
02-10-2014;4.83
03-10-2014;7.01
04-10-2014;5.25
05-10-2014;4.24
06-10-2014;4.99
07-10-2014;5.42
08-10-2014;5.03
09-10-2014;6.49
10-10-2014;6.35
11-10-2014;6.74
12-10-2014;5.20
13-10-2014;4.34
14-10-2014;3.45
15-10-2014;2.69
16-10-2014;-0.37
17-10-2014;-1.66
18-10-2014;-2.73
19-10-2014;-2.00
20-10-2014;-0.66
21-10-2014;-3.21
22-10-2014;-6.50
23-10-2014;-6.03
24-10-2014;-4.63
25-10-2014;-2.20
26-10-2014;-0.44
27-10-2014;3.72
28-10-2014;7.00
29-10-2014;7.29
30-10-2014;4.86
31-10-2014;2.32
