Дата;Температура, °С
31-10-2016;-3.17
01-11-2016;-3.11
02-11-2016;-3.89
03-11-2016;-4.33
04-11-2016;-4.83
05-11-2016;-5.41
06-11-2016;-5.94
07-11-2016;-4.81
08-11-2016;-3.23
09-11-2016;-4.88
10-11-2016;-5.68
11-11-2016;-5.07
12-11-2016;-6.72
13-11-2016;-8.64
14-11-2016;-10.16
15-11-2016;-12.09
16-11-2016;-13.02
17-11-2016;-13.42
18-11-2016;-13.49
19-11-2016;-13.00
20-11-2016;-12.39
21-11-2016;-10.57
22-11-2016;-8.11
23-11-2016;-6.69
24-11-2016;-5.58
25-11-2016;-3.76
26-11-2016;-4.23
27-11-2016;-4.19
28-11-2016;-4.51
29-11-2016;-6.46
30-11-2016;-8.04
