Дата;Температура, °С
01-05-2015;12.62
02-05-2015;9.18
03-05-2015;12.67
04-05-2015;14.88
05-05-2015;15.05
06-05-2015;10.28
07-05-2015;6.21
08-05-2015;6.89
09-05-2015;4.58
10-05-2015;5.16
11-05-2015;8.58
12-05-2015;11.63
13-05-2015;13.87
14-05-2015;14.41
15-05-2015;15.46
16-05-2015;15.05
17-05-2015;13.70
18-05-2015;12.44
19-05-2015;11.04
20-05-2015;11.31
21-05-2015;10.94
22-05-2015;10.60
23-05-2015;12.73
24-05-2015;13.03
25-05-2015;13.51
26-05-2015;14.91
27-05-2015;16.53
28-05-2015;16.64
29-05-2015;16.78
30-05-2015;18.65
31-05-2015;20.90
