Дата;Температура, °С
31-05-2019;24.65
01-06-2019;25.06
02-06-2019;25.94
03-06-2019;24.71
04-06-2019;23.94
05-06-2019;23.02
06-06-2019;22.33
07-06-2019;23.30
08-06-2019;23.58
09-06-2019;24.37
10-06-2019;25.26
11-06-2019;25.72
12-06-2019;25.76
13-06-2019;25.03
14-06-2019;23.48
15-06-2019;24.44
16-06-2019;25.16
17-06-2019;24.24
18-06-2019;25.26
19-06-2019;25.95
20-06-2019;26.89
21-06-2019;27.02
22-06-2019;27.22
23-06-2019;27.07
24-06-2019;26.31
25-06-2019;26.58
26-06-2019;26.11
27-06-2019;25.76
28-06-2019;24.88
29-06-2019;21.04
30-06-2019;18.41
