Дата;Температура, °С
31-05-2011;15.80
01-06-2011;22.00
02-06-2011;19.10
03-06-2011;14.10
04-06-2011;14.10
05-06-2011;14.30
06-06-2011;14.80
07-06-2011;17.00
08-06-2011;18.70
09-06-2011;21.90
10-06-2011;21.10
11-06-2011;15.00
12-06-2011;13.60
13-06-2011;9.90
14-06-2011;10.10
15-06-2011;11.70
16-06-2011;13.40
17-06-2011;13.60
18-06-2011;14.50
19-06-2011;14.00
20-06-2011;16.50
21-06-2011;16.10
22-06-2011;16.10
23-06-2011;17.00
24-06-2011;17.80
25-06-2011;18.50
26-06-2011;19.00
27-06-2011;20.80
28-06-2011;15.00
29-06-2011;16.00
30-06-2011;23.40
