Дата;Температура, °С
31-08-2013;14.27
01-09-2013;14.66
02-09-2013;14.87
03-09-2013;15.43
04-09-2013;14.86
05-09-2013;15.52
06-09-2013;16.95
07-09-2013;17.44
08-09-2013;17.16
09-09-2013;17.57
10-09-2013;16.37
11-09-2013;14.35
12-09-2013;14.36
13-09-2013;15.82
14-09-2013;15.56
15-09-2013;12.49
16-09-2013;11.64
17-09-2013;11.63
18-09-2013;11.12
19-09-2013;11.71
20-09-2013;13.18
21-09-2013;9.78
22-09-2013;11.45
23-09-2013;11.55
24-09-2013;8.95
25-09-2013;8.23
26-09-2013;9.20
27-09-2013;11.65
28-09-2013;11.97
29-09-2013;9.39
30-09-2013;8.57
