Дата;Температура, °С
29-01-2017;-9.40
30-01-2017;-12.80
31-01-2017;-11.44
01-02-2017;-6.07
02-02-2017;-7.97
03-02-2017;-11.44
04-02-2017;-9.87
05-02-2017;-10.32
06-02-2017;-16.17
07-02-2017;-20.54
08-02-2017;-17.76
09-02-2017;-10.51
10-02-2017;-4.50
11-02-2017;-2.49
12-02-2017;-4.68
13-02-2017;-7.31
14-02-2017;-2.27
15-02-2017;-2.33
16-02-2017;-7.42
17-02-2017;-5.73
18-02-2017;0.38
19-02-2017;0.51
20-02-2017;1.58
21-02-2017;0.59
22-02-2017;-2.34
23-02-2017;-3.05
24-02-2017;0.72
25-02-2017;-0.95
26-02-2017;-3.43
27-02-2017;-0.74
28-02-2017;-0.18
