Дата;Температура, °С
31-08-2018;10.56
01-09-2018;9.67
02-09-2018;11.12
03-09-2018;11.60
04-09-2018;12.13
05-09-2018;13.74
06-09-2018;13.13
07-09-2018;12.41
08-09-2018;11.89
09-09-2018;11.06
10-09-2018;7.28
11-09-2018;7.82
12-09-2018;10.24
13-09-2018;13.05
14-09-2018;13.74
15-09-2018;11.73
16-09-2018;10.73
17-09-2018;12.07
18-09-2018;13.15
19-09-2018;12.63
20-09-2018;10.34
21-09-2018;10.42
22-09-2018;10.37
23-09-2018;11.16
24-09-2018;13.63
25-09-2018;14.66
26-09-2018;14.92
27-09-2018;11.27
28-09-2018;9.00
29-09-2018;8.29
30-09-2018;6.88
