Дата;Температура, °С
01-12-2012;4.20
02-12-2012;4.30
03-12-2012;1.60
04-12-2012;1.70
05-12-2012;0.90
06-12-2012;-3.20
07-12-2012;-2.90
08-12-2012;-1.00
09-12-2012;-1.10
10-12-2012;-3.70
11-12-2012;-10.70
12-12-2012;-12.60
13-12-2012;-13.80
14-12-2012;-15.90
15-12-2012;-16.10
16-12-2012;-14.40
17-12-2012;-16.80
18-12-2012;-18.40
19-12-2012;-18.40
20-12-2012;-16.40
21-12-2012;-15.50
22-12-2012;-16.50
23-12-2012;-20.70
24-12-2012;-20.10
25-12-2012;-18.60
26-12-2012;-10.40
27-12-2012;-2.00
28-12-2012;-0.20
29-12-2012;-1.50
30-12-2012;-7.39
31-12-2012;-9.14
