Дата;Температура, °С
01-03-2014;-6.00
02-03-2014;-5.73
03-03-2014;-6.98
04-03-2014;-7.39
05-03-2014;-6.68
06-03-2014;-5.04
07-03-2014;-3.37
08-03-2014;-2.04
09-03-2014;-1.42
10-03-2014;-0.34
11-03-2014;0.74
12-03-2014;0.96
13-03-2014;1.67
14-03-2014;1.89
15-03-2014;2.69
16-03-2014;3.15
17-03-2014;1.26
18-03-2014;-0.30
19-03-2014;-1.99
20-03-2014;-2.41
21-03-2014;-3.49
22-03-2014;1.95
23-03-2014;5.42
24-03-2014;6.18
25-03-2014;6.17
26-03-2014;4.66
27-03-2014;1.66
28-03-2014;0.25
29-03-2014;-2.49
30-03-2014;-1.30
31-03-2014;-1.00
