Дата;Температура, °С
01-05-2015;10.26
02-05-2015;9.44
03-05-2015;9.90
04-05-2015;6.54
05-05-2015;6.34
06-05-2015;6.32
07-05-2015;6.93
08-05-2015;7.60
09-05-2015;9.21
10-05-2015;13.67
11-05-2015;12.30
12-05-2015;11.08
13-05-2015;8.09
14-05-2015;7.15
15-05-2015;6.56
16-05-2015;7.71
17-05-2015;10.14
18-05-2015;11.41
19-05-2015;9.24
20-05-2015;11.81
21-05-2015;12.80
22-05-2015;13.01
23-05-2015;13.36
24-05-2015;11.41
25-05-2015;12.36
26-05-2015;13.45
27-05-2015;13.33
28-05-2015;13.76
29-05-2015;13.25
30-05-2015;13.55
31-05-2015;14.16
