Дата;Температура, °С
31-10-2016;-4.70
01-11-2016;-5.37
02-11-2016;-8.17
03-11-2016;-11.03
04-11-2016;-11.28
05-11-2016;-8.46
06-11-2016;-7.45
07-11-2016;-9.56
08-11-2016;-10.34
09-11-2016;-12.11
10-11-2016;-12.11
11-11-2016;-10.43
12-11-2016;-12.52
13-11-2016;-14.99
14-11-2016;-19.75
15-11-2016;-24.27
16-11-2016;-23.87
17-11-2016;-23.19
18-11-2016;-23.15
19-11-2016;-24.88
20-11-2016;-23.13
21-11-2016;-14.81
22-11-2016;-7.70
23-11-2016;-6.38
24-11-2016;-5.79
25-11-2016;-4.06
26-11-2016;-6.43
27-11-2016;-8.83
28-11-2016;-9.83
29-11-2016;-7.27
30-11-2016;-8.41
