Дата;Температура, °С
31-05-2013;20.00
01-06-2013;20.90
02-06-2013;22.40
03-06-2013;22.00
04-06-2013;20.00
05-06-2013;16.30
06-06-2013;14.90
07-06-2013;14.60
08-06-2013;17.50
09-06-2013;18.10
10-06-2013;17.70
11-06-2013;14.40
12-06-2013;10.00
13-06-2013;11.80
14-06-2013;15.00
15-06-2013;16.30
16-06-2013;16.40
17-06-2013;14.20
18-06-2013;14.52
19-06-2013;14.53
20-06-2013;14.94
21-06-2013;17.37
22-06-2013;18.90
23-06-2013;20.47
24-06-2013;22.48
25-06-2013;23.62
26-06-2013;23.97
27-06-2013;21.60
28-06-2013;18.50
29-06-2013;20.29
30-06-2013;19.23
