Дата;Температура, °С
29-01-2017;-21.42
30-01-2017;-16.22
31-01-2017;-14.29
01-02-2017;-12.46
02-02-2017;-12.38
03-02-2017;-12.46
04-02-2017;-13.17
05-02-2017;-14.24
06-02-2017;-15.65
07-02-2017;-16.54
08-02-2017;-14.36
09-02-2017;-12.64
10-02-2017;-13.92
11-02-2017;-18.64
12-02-2017;-21.38
13-02-2017;-21.23
14-02-2017;-20.07
15-02-2017;-20.70
16-02-2017;-18.98
17-02-2017;-15.76
18-02-2017;-14.59
19-02-2017;-15.06
20-02-2017;-10.38
21-02-2017;-6.88
22-02-2017;-3.39
23-02-2017;-2.98
24-02-2017;-4.72
25-02-2017;-5.96
26-02-2017;-4.39
27-02-2017;-4.92
28-02-2017;-5.51
