Дата;Температура, °С
31-03-2018;-1.10
01-04-2018;2.08
02-04-2018;3.78
03-04-2018;2.56
04-04-2018;2.59
05-04-2018;3.99
06-04-2018;6.89
07-04-2018;5.04
08-04-2018;5.22
09-04-2018;9.37
10-04-2018;11.52
11-04-2018;4.26
12-04-2018;3.27
13-04-2018;4.78
14-04-2018;5.55
15-04-2018;8.48
16-04-2018;11.36
17-04-2018;13.48
18-04-2018;10.13
19-04-2018;8.68
20-04-2018;9.52
21-04-2018;11.16
22-04-2018;4.45
23-04-2018;3.43
24-04-2018;5.26
25-04-2018;9.24
26-04-2018;10.25
27-04-2018;9.44
28-04-2018;9.20
29-04-2018;11.07
30-04-2018;14.84
