Дата;Температура, °С
31-05-2015;18.28
01-06-2015;18.41
02-06-2015;18.32
03-06-2015;18.66
04-06-2015;18.29
05-06-2015;16.86
06-06-2015;16.09
07-06-2015;16.69
08-06-2015;17.26
09-06-2015;16.32
10-06-2015;15.01
11-06-2015;15.06
12-06-2015;16.09
13-06-2015;17.22
14-06-2015;19.04
15-06-2015;20.36
16-06-2015;19.36
17-06-2015;18.62
18-06-2015;18.66
19-06-2015;19.40
20-06-2015;21.23
21-06-2015;21.17
22-06-2015;21.16
23-06-2015;20.93
24-06-2015;20.80
25-06-2015;19.39
26-06-2015;18.99
27-06-2015;19.58
28-06-2015;19.87
29-06-2015;20.39
30-06-2015;20.20
