Дата;Температура, °С
01-01-2020;-19.99
02-01-2020;-16.75
03-01-2020;-18.19
04-01-2020;-19.50
05-01-2020;-17.84
06-01-2020;-15.90
07-01-2020;-14.41
08-01-2020;-14.20
09-01-2020;-14.91
10-01-2020;-14.67
11-01-2020;-14.61
12-01-2020;-16.97
13-01-2020;-18.51
14-01-2020;-20.60
15-01-2020;-20.65
16-01-2020;-18.59
17-01-2020;-18.86
18-01-2020;-18.51
19-01-2020;-19.13
20-01-2020;-19.76
21-01-2020;-17.91
22-01-2020;-16.58
23-01-2020;-16.68
24-01-2020;-20.47
25-01-2020;-21.45
26-01-2020;-18.07
27-01-2020;-14.99
28-01-2020;-15.17
29-01-2020;-14.26
30-01-2020;-14.87
31-01-2020;-16.35
