Дата;Температура, °С
31-05-2020;12.32
01-06-2020;10.52
02-06-2020;11.35
03-06-2020;12.83
04-06-2020;14.41
05-06-2020;14.31
06-06-2020;16.69
07-06-2020;20.72
08-06-2020;22.36
09-06-2020;22.86
10-06-2020;22.21
11-06-2020;22.81
12-06-2020;20.46
13-06-2020;15.75
14-06-2020;16.73
15-06-2020;18.86
16-06-2020;21.77
17-06-2020;23.07
18-06-2020;22.80
19-06-2020;22.90
20-06-2020;21.48
21-06-2020;17.48
22-06-2020;17.34
23-06-2020;17.98
24-06-2020;18.90
25-06-2020;18.35
26-06-2020;20.33
27-06-2020;22.44
28-06-2020;20.88
29-06-2020;17.50
30-06-2020;17.75
