Дата;Температура, °С
01-12-2011;-6.78
02-12-2011;-7.10
03-12-2011;-5.94
04-12-2011;-5.64
05-12-2011;-3.52
06-12-2011;-2.15
07-12-2011;-3.72
08-12-2011;-5.82
09-12-2011;-6.76
10-12-2011;-8.02
11-12-2011;-8.64
12-12-2011;-9.19
13-12-2011;-9.80
14-12-2011;-10.45
15-12-2011;-9.38
16-12-2011;-8.83
17-12-2011;-9.26
18-12-2011;-9.87
19-12-2011;-8.34
20-12-2011;-6.51
21-12-2011;-6.03
22-12-2011;-6.37
23-12-2011;-6.83
24-12-2011;-8.27
25-12-2011;-9.08
26-12-2011;-8.83
27-12-2011;-5.23
28-12-2011;-3.82
29-12-2011;-5.42
30-12-2011;-5.48
31-12-2011;-5.55
