Дата;Температура, °С
29-01-2019;-5.18
30-01-2019;-3.29
31-01-2019;-1.36
01-02-2019;-3.52
02-02-2019;-4.63
03-02-2019;-2.88
04-02-2019;0.51
05-02-2019;-0.62
06-02-2019;-2.06
07-02-2019;-2.44
08-02-2019;-2.26
09-02-2019;-2.84
10-02-2019;-4.04
11-02-2019;-2.62
12-02-2019;-0.26
13-02-2019;-1.12
14-02-2019;-4.04
15-02-2019;-0.86
16-02-2019;1.61
17-02-2019;1.33
18-02-2019;-2.40
19-02-2019;-4.67
20-02-2019;-0.22
21-02-2019;-2.00
22-02-2019;-8.59
23-02-2019;-8.69
24-02-2019;-4.42
25-02-2019;0.52
26-02-2019;0.91
27-02-2019;-2.16
28-02-2019;-0.64
