Дата;Температура, °С
01-01-2015;-13.01
02-01-2015;-7.89
03-01-2015;-1.59
04-01-2015;0.21
05-01-2015;-1.60
06-01-2015;-10.31
07-01-2015;-23.30
08-01-2015;-22.89
09-01-2015;-13.42
10-01-2015;-9.58
11-01-2015;-4.35
12-01-2015;-1.47
13-01-2015;-1.72
14-01-2015;0.46
15-01-2015;1.08
16-01-2015;-1.74
17-01-2015;-5.42
18-01-2015;-4.89
19-01-2015;-0.79
20-01-2015;-5.60
21-01-2015;-13.85
22-01-2015;-15.63
23-01-2015;-18.54
24-01-2015;-16.81
25-01-2015;-14.92
26-01-2015;-16.93
27-01-2015;-15.77
28-01-2015;-13.67
29-01-2015;-13.46
30-01-2015;-13.44
31-01-2015;-9.38
