Дата;Температура, °С
01-05-2018;15.64
02-05-2018;18.41
03-05-2018;18.31
04-05-2018;16.22
05-05-2018;18.02
06-05-2018;15.29
07-05-2018;15.58
08-05-2018;17.04
09-05-2018;15.03
10-05-2018;10.90
11-05-2018;12.08
12-05-2018;16.29
13-05-2018;16.41
14-05-2018;17.58
15-05-2018;16.91
16-05-2018;17.53
17-05-2018;19.32
18-05-2018;18.02
19-05-2018;15.01
20-05-2018;11.89
21-05-2018;13.49
22-05-2018;15.16
23-05-2018;17.71
24-05-2018;17.42
25-05-2018;15.45
26-05-2018;14.10
27-05-2018;16.09
28-05-2018;14.85
29-05-2018;14.91
30-05-2018;18.40
31-05-2018;11.93
