Дата;Температура, °С
01-08-2015;14.97
02-08-2015;15.47
03-08-2015;14.96
04-08-2015;15.61
05-08-2015;16.43
06-08-2015;17.71
07-08-2015;17.66
08-08-2015;18.55
09-08-2015;18.30
10-08-2015;16.90
11-08-2015;17.73
12-08-2015;18.71
13-08-2015;16.43
14-08-2015;14.16
15-08-2015;14.62
16-08-2015;12.84
17-08-2015;12.98
18-08-2015;13.10
19-08-2015;13.77
20-08-2015;15.62
21-08-2015;16.82
22-08-2015;16.01
23-08-2015;15.67
24-08-2015;16.08
25-08-2015;15.93
26-08-2015;15.63
27-08-2015;14.86
28-08-2015;14.27
29-08-2015;13.90
30-08-2015;13.22
31-08-2015;13.17
