Дата;Температура, °С
31-08-2016;22.83
01-09-2016;19.76
02-09-2016;18.59
03-09-2016;19.80
04-09-2016;21.11
05-09-2016;21.90
06-09-2016;22.71
07-09-2016;22.44
08-09-2016;21.36
09-09-2016;20.75
10-09-2016;19.00
11-09-2016;18.76
12-09-2016;19.05
13-09-2016;20.74
14-09-2016;19.60
15-09-2016;16.53
16-09-2016;15.23
17-09-2016;17.03
18-09-2016;15.96
19-09-2016;14.65
20-09-2016;16.49
21-09-2016;17.50
22-09-2016;14.18
23-09-2016;12.89
24-09-2016;11.74
25-09-2016;11.06
26-09-2016;11.77
27-09-2016;12.41
28-09-2016;11.61
29-09-2016;10.98
30-09-2016;12.16
