Дата;Температура, °С
31-08-2018;18.57
01-09-2018;18.36
02-09-2018;18.60
03-09-2018;18.21
04-09-2018;18.55
05-09-2018;19.16
06-09-2018;18.68
07-09-2018;17.48
08-09-2018;17.11
09-09-2018;16.31
10-09-2018;15.52
11-09-2018;16.91
12-09-2018;17.71
13-09-2018;17.71
14-09-2018;14.97
15-09-2018;16.21
16-09-2018;14.40
17-09-2018;12.29
18-09-2018;12.74
19-09-2018;14.28
20-09-2018;17.08
21-09-2018;17.08
22-09-2018;18.30
23-09-2018;12.84
24-09-2018;8.81
25-09-2018;8.57
26-09-2018;7.02
27-09-2018;7.52
28-09-2018;9.61
29-09-2018;6.66
30-09-2018;5.45
